description,subject
" In 2018, Cabitza et al. conducted one of the first literature reviews of ML in orthopedics, demonstrating a 10-fold increase in ML publications over the previous two decades ",ai
" Many of these studies have very practical applications to orthopedics. For example, a study by Thong et al. created a collection of algorithms known as an â€œartificial neural networkâ€‌ (ANN) to optimize encoding-decoding of 3D spine model vectors for the automatic detection of adolescent idiopathic scoliosis ",ai
" ANNs are modeled loosely after the human brain and designed to recognize patterns in order to generate an output. Using a specific type of ANN known as a stacked auto-encoder (SAE), the authors demonstrated the successful ability to cluster patients by deformity and simplify the complex nature of 3D spine models. With separate encoding and decoding stages, the SAE was able to learn the parameters needed to map an input vector from a latent representation, and to use that input vector to regenerate an output vector consisting of a 3D spine model ",ai
 Another study by Olczak et al. made use of an ANN trained to identify fractures from plain radiographic images ,ai
" The network was benchmarked against a gold standard for fractures that was created by reviewing each image in full resolution with its multiple views in addition to the radiologist report. All of their networks exhibited an accuracy of at least 90% in identifying laterality, body part, and exam view when compared with the â€œgold standardâ€‌ radiology report, as well as the interpretation of the image by two additional senior orthopedic surgeons. Possible implications of this kind of image-based analysis include improved ability to detect pathology, and the ability to identify orthopedic implants for the purpose of facilitating hardware removal and/or modular revision ",ai
" With the use of ML, a specific manufacturerâ€™s implant may be identified via a simple radiographic film, eliminating the costly impact of delays in care or misidentifications leading to lack of appropriate equipment during the operation, and potential complications imposed by work-around options ",ai
"In a different application, Shah et al. used a validated ML segmentation model to automate the measurement and segmentation of articular cartilage thickness (ACT) in healthy knees on MR images ",ai
The algorithm analyzed 3910 MRIs and accurately identified which pixels represented which tissue type. This demonstrated how ML could potentially be used as a tool for automated tracking of the impact of medical intervention on the progression of cartilage degeneration ,ai
"Using dual-energy X-ray absorptiometry (DEXA), Kruse et al. built 24 statistical models to apply ML principles to the prediction of hip fractures over time in 4722 women and 717 men with 5 years of follow-up ",ai
" The best â€œfemale modelâ€‌ performed with a test area under the curve (AUC) of 0.92, while the best â€œmale modelâ€‌ performed with a test AUC of 0.89. Identifying predictive factors such as bone mineral density, glucose measurements, and osteoarthritis diagnosis, the model demonstrated that ML can improve hip fracture prediction beyond logistic regression ",ai
"While many of these original ML applications in orthopedics focused primarily on imaging-based pathology detection and prediction, more current and advanced applications of these predictive models have become increasingly centered on outcome-based measures and patient-specific, value-based care models ",ai
" Recently, Haeberle et al. conducted a review of these more novel applications, specifically exploring imaging-based analyses, value-based payment models, and mobile health technologies in the setting of lower extremity arthroplasty ",ai
" Demonstrating the novelty and effectiveness of many of these models, this review concluded that the incorporation of ML is critical for orthopedic surgeons in order to elevate their level of care and advocate for their patients through alternative payment models and preoperative expectation management ",ai
" Specifically, with the advent of bundled care programs by the Center for Medicare and Medicaid Services, ML has been used to assess the financial feasibility of these models. After analyzing 98,562 patients from the New York Statewide Planning and Research Cooperative System database, Karnuta et al. found bundling hip fractures represented an unsustainable business model as the cost of delivering care was based on non-modifiable patient-specific factors ",ai
